Temp,Humd,Label
26.0,38.0,1
26.0,39.0,1
26.0,40.0,1
26.0,44.0,1
26.0,45.0,1
26.0,48.0,1
26.0,48.0,1
26.0,46.0,1
26.0,46.0,1
26.0,44.0,1
26.0,44.0,1
26.0,43.0,1
26.0,43.0,1
26.0,43.0,1
26.0,43.0,1
26.0,42.0,1
26.0,41.0,1
26.0,41.0,1
26.0,41.0,1
26.0,41.0,1
26.0,40.0,1
26.0,40.0,1
26.0,40.0,1
26.0,40.0,1
26.0,39.0,1
26.0,39.0,1
